0,7.71E-10
12.33619237,1.04E-07
24.67238474,2.08E-07
37.00857711,3.13E-07
49.34476948,4.17E-07
61.68096185,5.21E-07
72.84600601,6.23E-07
84.01105016,7.25E-07
95.17609432,8.26E-07
106.3411385,9.28E-07
117.5061826,1.03E-06
127.6112136,1.14E-06
137.7162445,1.24E-06
147.8212755,1.35E-06
157.9263065,1.45E-06
168.0313374,1.56E-06
177.6033483,1.67E-06
187.1753591,1.79E-06
196.74737,1.91E-06
206.3193808,2.03E-06
215.8913917,2.14E-06
225.5912535,2.29E-06
235.2911154,2.43E-06
244.9909773,2.58E-06
254.6908391,2.72E-06
264.390701,2.87E-06
274.8235188,3.06E-06
285.2563367,3.26E-06
295.6891545,3.46E-06
306.1219723,3.65E-06
316.5547902,3.85E-06
326.7741016,4.10E-06
336.993413,4.36E-06
347.2127244,4.61E-06
357.4320359,4.86E-06
367.6513473,5.12E-06
376.8998925,5.42E-06
386.1484378,5.72E-06
395.396983,6.02E-06
404.6455283,6.33E-06
413.8940735,6.64E-06
422.2642591,7.00E-06
430.6344447,7.36E-06
439.0046303,7.72E-06
447.3748159,8.07E-06
455.7450015,8.44E-06
463.4174793,8.89E-06
471.089957,9.32E-06
478.7624348,9.75E-06
486.4349126,1.02E-05
494.1073903,1.06E-05
501.779167,1.12E-05
509.4509436,1.18E-05
517.1227203,1.23E-05
524.7944969,1.29E-05
532.4662736,1.35E-05
539.6325357,1.42E-05
546.7987978,1.49E-05
553.9650599,1.56E-05
561.131322,1.63E-05
568.2975841,1.70E-05
574.7832095,1.79E-05
581.268835,1.87E-05
587.7544605,1.96E-05
594.240086,2.04E-05
600.7257115,2.13E-05
606.5952605,2.23E-05
612.4648094,2.34E-05
618.3343584,2.44E-05
624.2039073,2.54E-05
630.0734562,2.64E-05
635.385452,2.76E-05
640.6974478,2.88E-05
646.0094436,3.00E-05
651.3214393,3.12E-05
656.6334351,3.24E-05
661.4409164,3.39E-05
666.2483976,3.53E-05
671.0558789,3.67E-05
675.8633602,3.81E-05
680.6708414,3.95E-05
685.0253693,4.11E-05
689.3798971,4.27E-05
693.734425,4.44E-05
698.0889528,4.60E-05
702.4434807,4.76E-05
706.4312843,4.96E-05
710.419088,5.15E-05
714.4068916,5.33E-05
718.3946953,5.52E-05
722.3824989,5.71E-05
726.2610951,5.95E-05
730.1396912,6.18E-05
734.0182874,6.41E-05
737.8968835,6.65E-05
741.7754797,6.88E-05
745.3688751,7.16E-05
748.9622706,7.44E-05
752.555666,7.71E-05
756.1490615,7.99E-05
759.7424569,8.27E-05
762.9945579,8.59E-05
766.2466588,8.90E-05
769.4987598,9.22E-05
772.7508607,9.53E-05
776.0029617,9.85E-05
778.9461556,1.02E-04
781.8893495,1.06E-04
784.8325434,1.09E-04
787.7757373,1.13E-04
790.7189313,1.16E-04
793.3825393,1.20E-04
796.0461474,1.24E-04
798.7097555,1.28E-04
801.3733635,1.32E-04
804.0369716,1.36E-04
806.4475979,1.41E-04
808.8582241,1.45E-04
811.2688504,1.50E-04
813.6794766,1.54E-04
816.0901029,1.59E-04
818.2717772,1.64E-04
820.4534515,1.69E-04
822.6351259,1.73E-04
824.8168002,1.78E-04
826.9984745,1.83E-04
828.972945,1.89E-04
830.9474154,1.94E-04
832.9218858,1.99E-04
834.8963562,2.05E-04
836.8708266,2.10E-04
838.6577758,2.16E-04
840.444725,2.21E-04
842.2316742,2.27E-04
844.0186234,2.33E-04
845.8055726,2.39E-04
847.4228142,2.45E-04
849.0400558,2.51E-04
850.6572974,2.57E-04
852.274539,2.63E-04
853.8917806,2.69E-04
855.355358,2.76E-04
856.8189354,2.82E-04
858.2825127,2.89E-04
859.7460901,2.95E-04
861.2096675,3.02E-04
862.5342369,3.08E-04
863.8588064,3.15E-04
865.1833758,3.22E-04
