Time,Arduino_hall_probe/TEMP:TEMP,time,mag
1746224456,21.84,1746224456,6.954130000000001
1746224458,21.86,1746224458,7.382530000000001
1746224460,21.74,1746224460,7.33459
1746224462,21.67,1746224462,6.97861
1746224464,21.81,1746224464,7.402930000000001
1746224466,21.72,1746224466,6.90109
1746224468,21.81,1746224468,6.97453
1746224470,21.81,1746224470,6.99799
1746224472,21.82,1746224472,7.001050000000001
1746224474,21.86,1746224474,6.693010000000001
1746224476,21.92,1746224476,7.08877
1746224478,22.02,1746224478,6.8868100000000005
1746224480,21.91,1746224480,7.33357
1746224482,21.71,1746224482,7.26727
1746224484,21.82,1746224484,7.297870000000001
1746224486,21.99,1746224486,6.596110000000001
1746224488,21.97,1746224488,6.478810000000001
1746224490,21.97,1746224490,8.39947
1746224492,21.89,1746224492,5.15485
1746224494,21.91,1746224494,6.549190000000001
1746224496,21.92,1746224496,6.452290000000001
1746224498,21.91,1746224498,6.580810000000001
1746224500,21.87,1746224500,6.604270000000001
1746224502,21.69,1746224502,6.615490000000001
1746224504,21.86,1746224504,6.607330000000001
1746224506,21.89,1746224506,6.4267900000000004
1746224508,22.09,1746224508,6.25135
1746224510,21.82,1746224510,6.583870000000001
1746224512,22.17,1746224512,6.462490000000001
1746224514,21.86,1746224514,7.87111
1746224516,21.87,1746224516,10.503730000000001
1746224518,21.84,1746224518,15.138610000000002
1746224520,21.86,1746224520,18.05887
1746224522,21.89,1746224522,18.50971
1746224524,22.1,1746224524,18.569889999999997
1746224526,21.89,1746224526,18.538269999999997
1746224528,21.69,1746224528,18.42709
1746224530,21.84,1746224530,18.05071
1746224532,21.89,1746224532,18.406689999999998
1746224534,21.91,1746224534,18.062949999999997
1746224536,21.84,1746224536,18.491349999999997
1746224538,21.99,1746224538,18.05989
1746224540,21.74,1746224540,17.94871
1746224542,21.97,1746224542,18.43219
1746224544,21.96,1746224544,15.894430000000002
1746224546,21.89,1746224546,15.79855
1746224548,21.97,1746224548,15.970930000000001
1746224550,22,1746224550,15.846490000000001
1746224552,22.04,1746224552,15.942370000000002
1746224554,21.87,1746224554,16.05865
1746224556,22.04,1746224556,15.542530000000001
1746224558,21.91,1746224558,15.49357
1746224560,22.04,1746224560,15.95155
1746224562,21.84,1746224562,15.51601
1746224564,21.92,1746224564,15.64963
1746224566,21.97,1746224566,26.488149999999997
1746224568,21.87,1746224568,26.496309999999998
1746224570,22.02,1746224570,32.12059
1746224572,21.89,1746224572,29.936769999999996
1746224574,22.05,1746224574,30.016329999999996
1746224576,21.97,1746224576,30.04081
1746224578,21.82,1746224578,30.32539
1746224580,21.99,1746224580,31.86661
1746224582,21.94,1746224582,30.66811
1746224584,22.1,1746224584,30.086709999999997
1746224586,21.94,1746224586,30.786429999999996
1746224588,21.87,1746224588,30.992469999999997
1746224589,22,1746224589,30.934329999999996
1746224591,21.91,1746224591,30.80581
1746224593,21.89,1746224593,30.462069999999997
1746224595,21.87,1746224595,30.50083
1746224597,22.09,1746224597,30.73339
1746224599,22.07,1746224599,30.577329999999996
1746224601,21.96,1746224601,31.093449999999997
1746224603,22,1746224603,31.06897
1746224605,21.97,1746224605,30.333549999999995
1746224607,22.02,1746224607,30.443709999999996
1746224609,21.87,1746224609,30.882309999999997
1746224611,21.91,1746224611,30.842529999999996
1746224613,22.05,1746224613,30.91699
1746224615,21.67,1746224615,31.36477
1746224617,21.82,1746224617,43.72309
1746224619,21.72,1746224619,58.17649
1746224621,21.89,1746224621,59.894169999999995
1746224623,21.94,1746224623,59.731989999999996
1746224625,21.84,1746224625,62.17897
1746224627,21.99,1746224627,62.002509999999994
1746224629,21.82,1746224629,59.97985
1746224631,22.02,1746224631,60.25117
1746224633,21.94,1746224633,60.08389
1746224635,22.14,1746224635,61.97803
1746224637,21.91,1746224637,62.00455
1746224639,21.94,1746224639,61.45579
1746224641,21.77,1746224641,61.64652999999999
1746224643,21.77,1746224643,61.61593
1746224645,21.92,1746224645,61.53535
1746224647,21.92,1746224647,62.08921
1746224649,21.87,1746224649,59.74525
1746224651,21.84,1746224651,59.50351
1746224653,21.92,1746224653,61.44559
1746224655,21.77,1746224655,59.481069999999995
1746224657,21.91,1746224657,61.529230000000005
1746224659,22,1746224659,59.44435
1746224661,21.94,1746224661,61.80871
1746224663,21.84,1746224663,59.722809999999996
1746224665,21.79,1746224665,61.49761
1746224667,21.79,1746224667,61.70875
1746224669,21.91,1746224669,61.51801
1746224671,21.74,1746224671,61.37418999999999
1746224673,21.62,1746224673,61.29565
1746224675,21.97,1746224675,57.50125
1746224677,21.86,1746224677,107.86477000000001
1746224679,22,1746224679,112.57207000000001
1746224681,21.81,1746224681,113.17387000000001
1746224683,21.84,1746224683,115.02211000000001
1746224685,21.82,1746224685,115.17205
1746224687,21.57,1746224687,115.20979
1746224689,21.67,1746224689,112.92601
1746224691,21.84,1746224691,112.55677
1746224693,21.82,1746224693,113.38603
1746224695,22.02,1746224695,113.02903
1746224697,21.89,1746224697,112.69243
1746224699,21.79,1746224699,112.83931000000001
1746224701,21.99,1746224701,111.15937000000001
1746224703,21.97,1746224703,112.24057
1746224705,22.05,1746224705,112.24465000000001
1746224707,21.82,1746224707,111.42355
1746224709,21.81,1746224709,109.51207000000001
1746224711,21.89,1746224711,110.45353
1746224713,21.81,1746224713,113.75629
1746224715,21.92,1746224715,112.18447
1746224717,21.82,1746224717,111.74485
1746224719,21.84,1746224719,112.89337
1746224721,21.79,1746224721,112.22629
1746224723,21.89,1746224723,112.69753
1746224725,21.86,1746224725,111.96415
1746224727,21.91,1746224727,113.11981
1746224729,21.86,1746224729,189.76057
1746224731,21.82,1746224731,175.90590999999998
1746224733,21.86,1746224733,175.51627
1746224735,21.77,1746224735,176.05585
1746224737,21.77,1746224737,173.24167
1746224739,21.76,1746224739,173.38651
1746224741,21.91,1746224741,173.19373
1746224743,21.59,1746224743,176.03952999999998
1746224745,21.77,1746224745,174.63907
1746224747,21.79,1746224747,174.02503
1746224749,21.91,1746224749,173.03563
1746224751,21.84,1746224751,180.69684999999998
1746224753,21.71,1746224753,177.20130999999998
1746224755,21.74,1746224755,178.25395
1746224757,21.64,1746224757,181.05283
1746224759,21.61,1746224759,176.99935
1746224761,21.81,1746224761,178.87206999999998
1746224763,21.72,1746224763,178.35493
1746224765,21.69,1746224765,178.73233
1746224767,21.74,1746224767,176.02933
1746224769,21.77,1746224769,176.02320999999998
1746224771,21.79,1746224771,174.70537
1746224773,21.61,1746224773,175.90285
1746224775,21.87,1746224775,173.44669
1746224777,21.79,1746224777,173.66700999999998
1746224779,21.82,1746224779,185.98147
1746224781,21.67,1746224781,179.79210999999998
1746224783,21.84,1746224783,157.69584999999998
1746224785,21.54,1746224785,159.25849
1746224787,21.32,1746224787,159.23503
1746224789,21.61,1746224789,159.34519
1746224791,21.74,1746224791,157.52857
1746224793,21.79,1746224793,159.57469
1746224795,21.81,1746224795,157.56121
1746224797,21.76,1746224797,157.03795
1746224799,21.76,1746224799,157.18788999999998
1746224801,21.87,1746224801,157.31844999999998
1746224803,21.77,1746224803,159.32784999999998
1746224805,21.96,1746224805,157.94473
1746224807,21.82,1746224807,160.03164999999998
1746224809,21.97,1746224809,157.72950999999998
1746224811,21.86,1746224811,157.24705
1746224813,21.72,1746224813,157.60200999999998
1746224815,21.91,1746224815,160.21219
1746224817,21.81,1746224817,160.58959
1746224819,21.92,1746224819,157.84273
1746224821,22,1746224821,157.94473
1746224823,21.67,1746224823,160.78543
