in s,C3 in V
1.6019800E-04,2.29199E+00
1.6020720E-04,2.26270E+00
1.6021640E-04,2.25293E+00
1.6022560E-04,2.23340E+00
1.6023480E-04,2.24316E+00
1.6024400E-04,2.26270E+00
1.6025320E-04,2.21387E+00
1.6026240E-04,2.25293E+00
1.6027160E-04,2.28223E+00
1.6028080E-04,2.26270E+00
1.6029000E-04,2.20410E+00
1.6029920E-04,2.21387E+00
1.6030840E-04,2.29199E+00
1.6031760E-04,2.29199E+00
1.6032680E-04,2.24316E+00
1.6033600E-04,2.22363E+00
1.6034520E-04,2.22363E+00
1.6035440E-04,2.28223E+00
1.6036360E-04,2.30176E+00
1.6037280E-04,2.30176E+00
1.6038200E-04,2.27246E+00
1.6039120E-04,2.21387E+00
1.6040040E-04,2.17480E+00
1.6040960E-04,2.27246E+00
1.6041880E-04,2.25293E+00
1.6042800E-04,2.26270E+00
1.6043720E-04,2.25293E+00
1.6044640E-04,2.21387E+00
1.6045560E-04,2.28223E+00
1.6046480E-04,2.30176E+00
1.6047400E-04,2.23340E+00
1.6048320E-04,2.20410E+00
1.6049240E-04,2.26270E+00
1.6050160E-04,2.26270E+00
1.6051080E-04,2.31152E+00
1.6052000E-04,2.30176E+00
1.6052920E-04,2.23340E+00
1.6053840E-04,2.21387E+00
1.6054760E-04,2.19434E+00
1.6055680E-04,2.30176E+00
1.6056600E-04,2.30176E+00
1.6057520E-04,2.30176E+00
1.6058440E-04,2.24316E+00
1.6059360E-04,2.23340E+00
1.6060280E-04,2.26270E+00
1.6061200E-04,2.28223E+00
1.6062120E-04,2.28223E+00
1.6063040E-04,2.26270E+00
1.6063960E-04,2.26270E+00
1.6064880E-04,2.29199E+00
1.6065800E-04,2.27246E+00
1.6066720E-04,2.32129E+00
1.6067640E-04,2.25293E+00
1.6068560E-04,2.25293E+00
1.6069480E-04,2.29199E+00
1.6070400E-04,2.31152E+00
1.6071320E-04,2.29199E+00
1.6072240E-04,2.27246E+00
1.6073160E-04,2.26270E+00
1.6074080E-04,2.23340E+00
1.6075000E-04,2.29199E+00
1.6075920E-04,2.26270E+00
1.6076840E-04,2.26270E+00
1.6077760E-04,2.27246E+00
1.6078680E-04,2.25293E+00
1.6079600E-04,2.30176E+00
1.6080520E-04,2.25293E+00
1.6081440E-04,2.27246E+00
1.6082360E-04,2.30176E+00
1.6083280E-04,2.27246E+00
1.6084200E-04,2.25293E+00
1.6085120E-04,2.27246E+00
1.6086040E-04,2.27246E+00
1.6086960E-04,2.24316E+00
1.6087880E-04,2.26270E+00
1.6088800E-04,2.28223E+00
1.6089720E-04,2.29199E+00
1.6090640E-04,2.30176E+00
1.6091560E-04,2.26270E+00
1.6092480E-04,2.26270E+00
1.6093400E-04,2.27246E+00
1.6094320E-04,2.29199E+00
1.6095240E-04,2.28223E+00
1.6096160E-04,2.27246E+00
1.6097080E-04,2.28223E+00
1.6098000E-04,2.31152E+00
1.6098920E-04,2.26270E+00
1.6099840E-04,2.27246E+00
1.6100760E-04,2.28223E+00
1.6101680E-04,2.24316E+00
1.6102600E-04,2.27246E+00
1.6103520E-04,2.29199E+00
1.6104440E-04,2.30176E+00
1.6105360E-04,2.30176E+00
1.6106280E-04,2.22363E+00
1.6107200E-04,2.22363E+00
1.6108120E-04,2.22363E+00
1.6109040E-04,2.26270E+00
1.6109960E-04,2.26270E+00
1.6110880E-04,2.25293E+00
1.6111800E-04,2.25293E+00
1.6112720E-04,2.28223E+00
1.6113640E-04,2.29199E+00
1.6114560E-04,2.30176E+00
1.6115480E-04,2.27246E+00
1.6116400E-04,2.26270E+00
1.6117320E-04,2.29199E+00
1.6118240E-04,2.28223E+00
1.6119160E-04,2.29199E+00
1.6120080E-04,2.28223E+00
1.6121000E-04,2.29199E+00
1.6121920E-04,2.28223E+00
1.6122840E-04,2.31152E+00
1.6123760E-04,2.27246E+00
1.6124680E-04,2.26270E+00
1.6125600E-04,2.16504E+00
1.6126520E-04,2.22363E+00
1.6127440E-04,2.27246E+00
1.6128360E-04,2.25293E+00
1.6129280E-04,2.28223E+00
1.6130200E-04,2.27246E+00
1.6131120E-04,2.29199E+00
1.6132040E-04,2.28223E+00
1.6132960E-04,2.28223E+00
1.6133880E-04,2.30176E+00
1.6134800E-04,2.30176E+00
1.6135720E-04,2.33105E+00
1.6136640E-04,2.30176E+00
1.6137560E-04,2.28223E+00
1.6138480E-04,2.31152E+00
1.6139400E-04,2.27246E+00
1.6140320E-04,2.25293E+00
1.6141240E-04,2.28223E+00
1.6142160E-04,2.32129E+00
1.6143080E-04,2.30176E+00
1.6144000E-04,2.29199E+00
1.6144920E-04,2.25293E+00
1.6145840E-04,2.25293E+00
1.6146760E-04,2.19434E+00
1.6147680E-04,2.24316E+00
1.6148600E-04,2.27246E+00
1.6149520E-04,2.35059E+00
1.6150440E-04,2.32129E+00
1.6151360E-04,2.37988E+00
1.6152280E-04,2.26270E+00
1.6153200E-04,2.27246E+00
1.6154120E-04,2.27246E+00
1.6155040E-04,2.30176E+00
1.6155960E-04,2.29199E+00
1.6156880E-04,2.29199E+00
1.6157800E-04,2.29199E+00
1.6158720E-04,2.31152E+00
1.6159640E-04,2.30176E+00
1.6160560E-04,2.33105E+00
1.6161480E-04,2.30176E+00
1.6162400E-04,2.33105E+00
1.6163320E-04,2.27246E+00
1.6164240E-04,2.32129E+00
1.6165160E-04,2.30176E+00
1.6166080E-04,2.34082E+00
1.6167000E-04,2.25293E+00
1.6167920E-04,2.29199E+00
1.6168840E-04,2.29199E+00
1.6169760E-04,2.29199E+00
1.6170680E-04,2.29199E+00
1.6171600E-04,2.28223E+00
1.6172520E-04,2.29199E+00
1.6173440E-04,2.27246E+00
1.6174360E-04,2.31152E+00
1.6175280E-04,2.30176E+00
1.6176200E-04,2.33105E+00
1.6177120E-04,2.30176E+00
1.6178040E-04,2.29199E+00
1.6178960E-04,2.31152E+00
1.6179880E-04,2.29199E+00
1.6180800E-04,2.27246E+00
1.6181720E-04,2.28223E+00
1.6182640E-04,2.23340E+00
1.6183560E-04,2.28223E+00
1.6184480E-04,2.30176E+00
1.6185400E-04,2.32129E+00
1.6186320E-04,2.33105E+00
1.6187240E-04,2.25293E+00
1.6188160E-04,2.27246E+00
1.6189080E-04,2.25293E+00
1.6190000E-04,2.29199E+00
1.6190920E-04,2.27246E+00
1.6191840E-04,2.31152E+00
1.6192760E-04,2.28223E+00
1.6193680E-04,2.30176E+00
1.6194600E-04,2.25293E+00
1.6195520E-04,2.29199E+00
1.6196440E-04,2.25293E+00
1.6197360E-04,2.32129E+00
1.6198280E-04,2.23340E+00
1.6199200E-04,2.29199E+00
1.6200120E-04,2.27246E+00
1.6201040E-04,2.25293E+00
1.6201960E-04,2.29199E+00
1.6202880E-04,2.24316E+00
1.6203800E-04,2.28223E+00
1.6204720E-04,2.30176E+00
1.6205640E-04,2.30176E+00
1.6206560E-04,2.32129E+00
1.6207480E-04,2.30176E+00
1.6208400E-04,2.30176E+00
1.6209320E-04,2.29199E+00
1.6210240E-04,2.25293E+00
1.6211160E-04,2.27246E+00
1.6212080E-04,2.29199E+00
1.6213000E-04,2.26270E+00
1.6213920E-04,2.24316E+00
1.6214840E-04,2.33105E+00
1.6215760E-04,2.27246E+00
1.6216680E-04,2.28223E+00
1.6217600E-04,2.25293E+00
1.6218520E-04,2.32129E+00
1.6219440E-04,2.29199E+00
1.6220360E-04,2.30176E+00
1.6221280E-04,2.30176E+00
1.6222200E-04,2.32129E+00
1.6223120E-04,2.29199E+00
1.6224040E-04,2.27246E+00
1.6224960E-04,2.22363E+00
1.6225880E-04,2.24316E+00
1.6226800E-04,2.28223E+00
1.6227720E-04,2.34082E+00
1.6228640E-04,2.27246E+00
1.6229560E-04,2.28223E+00
1.6230480E-04,2.26270E+00
1.6231400E-04,2.26270E+00
1.6232320E-04,2.27246E+00
1.6233240E-04,2.30176E+00
1.6234160E-04,2.27246E+00
1.6235080E-04,2.22363E+00
1.6236000E-04,2.28223E+00
1.6236920E-04,2.30176E+00
1.6237840E-04,2.30176E+00
1.6238760E-04,2.23340E+00
1.6239680E-04,2.25293E+00
1.6240600E-04,2.25293E+00
1.6241520E-04,2.26270E+00
1.6242440E-04,2.30176E+00
1.6243360E-04,2.27246E+00
1.6244280E-04,2.25293E+00
1.6245200E-04,2.25293E+00
1.6246120E-04,2.28223E+00
1.6247040E-04,2.35059E+00
1.6247960E-04,2.29199E+00
1.6248880E-04,2.31152E+00
1.6249800E-04,2.29199E+00
1.6250720E-04,2.27246E+00
1.6251640E-04,2.31152E+00
1.6252560E-04,2.30176E+00
1.6253480E-04,2.25293E+00
1.6254400E-04,2.27246E+00
1.6255320E-04,2.27246E+00
1.6256240E-04,2.28223E+00
1.6257160E-04,2.30176E+00
1.6258080E-04,2.31152E+00
1.6259000E-04,2.27246E+00
1.6259920E-04,2.29199E+00
1.6260840E-04,2.27246E+00
1.6261760E-04,2.28223E+00
1.6262680E-04,2.28223E+00
1.6263600E-04,2.27246E+00
1.6264520E-04,2.29199E+00
1.6265440E-04,2.30176E+00
1.6266360E-04,2.31152E+00
1.6267280E-04,2.28223E+00
1.6268200E-04,2.28223E+00
1.6269120E-04,2.30176E+00
1.6270040E-04,2.30176E+00
1.6270960E-04,2.33105E+00
1.6271880E-04,2.33105E+00
1.6272800E-04,2.31152E+00
1.6273720E-04,2.28223E+00
1.6274640E-04,2.28223E+00
1.6275560E-04,2.25293E+00
1.6276480E-04,2.25293E+00
1.6277400E-04,2.24316E+00
1.6278320E-04,2.28223E+00
1.6279240E-04,2.30176E+00
1.6280160E-04,2.29199E+00
1.6281080E-04,2.29199E+00
1.6282000E-04,2.25293E+00
1.6282920E-04,2.23340E+00
1.6283840E-04,2.28223E+00
1.6284760E-04,2.25293E+00
1.6285680E-04,2.27246E+00
1.6286600E-04,2.23340E+00
1.6287520E-04,2.26270E+00
1.6288440E-04,2.28223E+00
1.6289360E-04,2.30176E+00
1.6290280E-04,2.27246E+00
1.6291200E-04,2.26270E+00
1.6292120E-04,2.27246E+00
1.6293040E-04,2.27246E+00
1.6293960E-04,2.28223E+00
1.6294880E-04,2.28223E+00
1.6295800E-04,2.28223E+00
1.6296720E-04,2.27246E+00
1.6297640E-04,2.28223E+00
1.6298560E-04,2.31152E+00
1.6299480E-04,2.27246E+00
1.6300400E-04,2.26270E+00
1.6301320E-04,2.30176E+00
1.6302240E-04,2.28223E+00
1.6303160E-04,2.27246E+00
1.6304080E-04,2.27246E+00
1.6305000E-04,2.22363E+00
1.6305920E-04,2.27246E+00
1.6306840E-04,2.27246E+00
1.6307760E-04,2.26270E+00
1.6308680E-04,2.28223E+00
1.6309600E-04,2.29199E+00
1.6310520E-04,2.30176E+00
1.6311440E-04,2.25293E+00
1.6312360E-04,2.27246E+00
1.6313280E-04,2.23340E+00
1.6314200E-04,2.27246E+00
1.6315120E-04,2.25293E+00
1.6316040E-04,2.28223E+00
1.6316960E-04,2.25293E+00
1.6317880E-04,2.26270E+00
1.6318800E-04,2.26270E+00
1.6319720E-04,2.31152E+00
1.6320640E-04,2.23340E+00
1.6321560E-04,2.24316E+00
1.6322480E-04,2.28223E+00
1.6323400E-04,2.24316E+00
1.6324320E-04,2.20410E+00
1.6325240E-04,2.23340E+00
1.6326160E-04,2.26270E+00
1.6327080E-04,2.24316E+00
1.6328000E-04,2.26270E+00
1.6328920E-04,2.21387E+00
1.6329840E-04,2.25293E+00
1.6330760E-04,2.27246E+00
1.6331680E-04,2.24316E+00
1.6332600E-04,2.25293E+00
1.6333520E-04,2.22363E+00
1.6334440E-04,2.22363E+00
1.6335360E-04,2.27246E+00
1.6336280E-04,2.37012E+00
1.6337200E-04,2.32129E+00
1.6338120E-04,2.19434E+00
1.6339040E-04,2.25293E+00
1.6339960E-04,2.26270E+00
1.6340880E-04,2.36035E+00
1.6341800E-04,2.31152E+00
1.6342720E-04,2.27246E+00
1.6343640E-04,2.20410E+00
1.6344560E-04,2.25293E+00
1.6345480E-04,2.26270E+00
1.6346400E-04,2.33105E+00
1.6347320E-04,2.26270E+00
1.6348240E-04,2.18457E+00
1.6349160E-04,2.21387E+00
1.6350080E-04,2.25293E+00
1.6351000E-04,2.31152E+00
1.6351920E-04,2.30176E+00
1.6352840E-04,2.22363E+00
1.6353760E-04,2.23340E+00
1.6354680E-04,2.23340E+00
1.6355600E-04,2.27246E+00
1.6356520E-04,2.33105E+00
1.6357440E-04,2.31152E+00
1.6358360E-04,2.22363E+00
1.6359280E-04,2.28223E+00
1.6360200E-04,2.29199E+00
1.6361120E-04,2.32129E+00
1.6362040E-04,2.28223E+00
1.6362960E-04,2.25293E+00
1.6363880E-04,2.19434E+00
1.6364800E-04,2.31152E+00
1.6365720E-04,2.33105E+00
1.6366640E-04,2.28223E+00
1.6367560E-04,2.26270E+00
1.6368480E-04,2.23340E+00
1.6369400E-04,2.29199E+00
1.6370320E-04,2.30176E+00
1.6371240E-04,2.33105E+00
1.6372160E-04,2.31152E+00
1.6373080E-04,2.24316E+00
1.6374000E-04,2.25293E+00
1.6374920E-04,2.26270E+00
1.6375840E-04,2.30176E+00
1.6376760E-04,2.27246E+00
1.6377680E-04,2.28223E+00
1.6378600E-04,2.24316E+00
1.6379520E-04,2.33105E+00
1.6380440E-04,2.32129E+00
1.6381360E-04,2.29199E+00
1.6382280E-04,2.27246E+00
1.6383200E-04,2.23340E+00
1.6384120E-04,2.29199E+00
1.6385040E-04,2.25293E+00
1.6385960E-04,2.27246E+00
1.6386880E-04,2.27246E+00
1.6387800E-04,2.24316E+00
1.6388720E-04,2.25293E+00
1.6389640E-04,2.27246E+00
1.6390560E-04,2.29199E+00
1.6391480E-04,2.27246E+00
1.6392400E-04,2.24316E+00
1.6393320E-04,2.25293E+00
1.6394240E-04,2.29199E+00
1.6395160E-04,2.31152E+00
1.6396080E-04,2.28223E+00
1.6397000E-04,2.26270E+00
1.6397920E-04,2.28223E+00
1.6398840E-04,2.25293E+00
1.6399760E-04,2.28223E+00
1.6400680E-04,2.26270E+00
1.6401600E-04,2.27246E+00
1.6402520E-04,2.24316E+00
1.6403440E-04,2.30176E+00
1.6404360E-04,2.26270E+00
1.6405280E-04,2.25293E+00
1.6406200E-04,2.26270E+00
1.6407120E-04,2.27246E+00
1.6408040E-04,2.26270E+00
1.6408960E-04,2.25293E+00
1.6409880E-04,2.29199E+00
1.6410800E-04,2.27246E+00
1.6411720E-04,2.25293E+00
1.6412640E-04,2.29199E+00
1.6413560E-04,2.26270E+00
1.6414480E-04,2.25293E+00
1.6415400E-04,2.28223E+00
1.6416320E-04,2.28223E+00
1.6417240E-04,2.25293E+00
1.6418160E-04,2.28223E+00
1.6419080E-04,2.25293E+00
1.6420000E-04,2.24316E+00
1.6420920E-04,2.23340E+00
1.6421840E-04,2.26270E+00
1.6422760E-04,2.23340E+00
1.6423680E-04,2.24316E+00
1.6424600E-04,2.22363E+00
1.6425520E-04,2.26270E+00
1.6426440E-04,2.28223E+00
1.6427360E-04,2.28223E+00
1.6428280E-04,2.23340E+00
1.6429200E-04,2.25293E+00
1.6430120E-04,2.26270E+00
1.6431040E-04,2.25293E+00
1.6431960E-04,2.24316E+00
1.6432880E-04,2.25293E+00
1.6433800E-04,2.21387E+00
1.6434720E-04,2.31152E+00
1.6435640E-04,2.30176E+00
1.6436560E-04,2.28223E+00
1.6437480E-04,2.28223E+00
1.6438400E-04,2.24316E+00
1.6439320E-04,2.22363E+00
1.6440240E-04,2.27246E+00
1.6441160E-04,2.29199E+00
1.6442080E-04,2.30176E+00
1.6443000E-04,2.27246E+00
1.6443920E-04,2.24316E+00
1.6444840E-04,2.28223E+00
1.6445760E-04,2.31152E+00
1.6446680E-04,2.30176E+00
1.6447600E-04,2.25293E+00
1.6448520E-04,2.22363E+00
1.6449440E-04,2.24316E+00
1.6450360E-04,2.30176E+00
1.6451280E-04,2.35059E+00
1.6452200E-04,2.29199E+00
1.6453120E-04,2.26270E+00
1.6454040E-04,2.23340E+00
1.6454960E-04,2.34082E+00
1.6455880E-04,2.29199E+00
1.6456800E-04,2.31152E+00
1.6457720E-04,2.26270E+00
1.6458640E-04,2.23340E+00
1.6459560E-04,2.27246E+00
1.6460480E-04,2.31152E+00
1.6461400E-04,2.31152E+00
1.6462320E-04,2.27246E+00
1.6463240E-04,2.28223E+00
1.6464160E-04,2.24316E+00
1.6465080E-04,2.32129E+00
1.6466000E-04,2.32129E+00
1.6466920E-04,2.24316E+00
1.6467840E-04,2.27246E+00
1.6468760E-04,2.29199E+00
1.6469680E-04,2.30176E+00
1.6470600E-04,2.31152E+00
1.6471520E-04,2.32129E+00
1.6472440E-04,2.29199E+00
1.6473360E-04,2.29199E+00
1.6474280E-04,2.27246E+00
1.6475200E-04,2.31152E+00
1.6476120E-04,2.29199E+00
1.6477040E-04,2.27246E+00
1.6477960E-04,2.27246E+00
1.6478880E-04,2.30176E+00
1.6479800E-04,2.29199E+00
1.6480720E-04,2.30176E+00
1.6481640E-04,2.26270E+00
1.6482560E-04,2.24316E+00
1.6483480E-04,2.26270E+00
1.6484400E-04,2.30176E+00
1.6485320E-04,2.30176E+00
1.6486240E-04,2.28223E+00
1.6487160E-04,2.30176E+00
1.6488080E-04,2.27246E+00
1.6489000E-04,2.25293E+00
1.6489920E-04,2.31152E+00
1.6490840E-04,2.32129E+00
1.6491760E-04,2.28223E+00
1.6492680E-04,2.25293E+00
1.6493600E-04,2.30176E+00
1.6494520E-04,2.33105E+00
1.6495440E-04,2.30176E+00
1.6496360E-04,2.26270E+00
1.6497280E-04,2.27246E+00
1.6498200E-04,2.27246E+00
1.6499120E-04,2.27246E+00
1.6500040E-04,2.27246E+00
1.6500960E-04,2.27246E+00
1.6501880E-04,2.26270E+00
1.6502800E-04,2.28223E+00
1.6503720E-04,2.29199E+00
1.6504640E-04,2.29199E+00
1.6505560E-04,2.25293E+00
1.6506480E-04,2.34082E+00
1.6507400E-04,2.24316E+00
1.6508320E-04,2.26270E+00
1.6509240E-04,2.29199E+00
1.6510160E-04,2.26270E+00
1.6511080E-04,2.25293E+00
1.6512000E-04,2.24316E+00
1.6512920E-04,2.27246E+00
1.6513840E-04,2.27246E+00
1.6514760E-04,2.28223E+00
1.6515680E-04,2.31152E+00
1.6516600E-04,2.27246E+00
1.6517520E-04,2.27246E+00
1.6518440E-04,2.29199E+00
1.6519360E-04,2.30176E+00
1.6520280E-04,2.19434E+00
1.6521200E-04,2.28223E+00
1.6522120E-04,2.28223E+00
1.6523040E-04,2.27246E+00
1.6523960E-04,2.26270E+00
1.6524880E-04,2.22363E+00
1.6525800E-04,2.21387E+00
1.6526720E-04,2.24316E+00
1.6527640E-04,2.31152E+00
1.6528560E-04,2.31152E+00
1.6529480E-04,2.26270E+00
1.6530400E-04,2.26270E+00
1.6531320E-04,2.28223E+00
1.6532240E-04,2.29199E+00
1.6533160E-04,2.33105E+00
1.6534080E-04,2.29199E+00
1.6535000E-04,2.26270E+00
1.6535920E-04,2.28223E+00
1.6536840E-04,2.33105E+00
1.6537760E-04,2.31152E+00
1.6538680E-04,2.27246E+00
1.6539600E-04,2.26270E+00
1.6540520E-04,2.27246E+00
1.6541440E-04,2.29199E+00
1.6542360E-04,2.32129E+00
1.6543280E-04,2.27246E+00
1.6544200E-04,2.26270E+00
1.6545120E-04,2.30176E+00
1.6546040E-04,2.29199E+00
1.6546960E-04,2.28223E+00
1.6547880E-04,2.24316E+00
1.6548800E-04,2.25293E+00
1.6549720E-04,2.28223E+00
1.6550640E-04,2.35059E+00
1.6551560E-04,2.35059E+00
1.6552480E-04,2.25293E+00
1.6553400E-04,2.24316E+00
1.6554320E-04,2.28223E+00
1.6555240E-04,2.34082E+00
1.6556160E-04,2.35059E+00
1.6557080E-04,2.30176E+00
1.6558000E-04,2.32129E+00
1.6558920E-04,2.29199E+00
1.6559840E-04,2.27246E+00
1.6560760E-04,2.34082E+00
1.6561680E-04,2.29199E+00
1.6562600E-04,2.27246E+00
1.6563520E-04,2.28223E+00
1.6564440E-04,2.26270E+00
1.6565360E-04,2.34082E+00
1.6566280E-04,2.27246E+00
1.6567200E-04,2.32129E+00
1.6568120E-04,2.28223E+00
1.6569040E-04,2.31152E+00
1.6569960E-04,2.29199E+00
1.6570880E-04,2.36035E+00
1.6571800E-04,2.31152E+00
1.6572720E-04,2.29199E+00
1.6573640E-04,2.29199E+00
1.6574560E-04,2.32129E+00
1.6575480E-04,2.33105E+00
1.6576400E-04,2.34082E+00
1.6577320E-04,2.27246E+00
1.6578240E-04,2.28223E+00
1.6579160E-04,2.27246E+00
1.6580080E-04,2.30176E+00
1.6581000E-04,2.30176E+00
1.6581920E-04,2.35059E+00
1.6582840E-04,2.33105E+00
1.6583760E-04,2.28223E+00
1.6584680E-04,2.29199E+00
1.6585600E-04,2.34082E+00
1.6586520E-04,2.29199E+00
1.6587440E-04,2.25293E+00
1.6588360E-04,2.31152E+00
1.6589280E-04,2.31152E+00
1.6590200E-04,2.30176E+00
1.6591120E-04,2.27246E+00
1.6592040E-04,2.28223E+00
1.6592960E-04,2.25293E+00
1.6593880E-04,2.29199E+00
1.6594800E-04,2.30176E+00
1.6595720E-04,2.27246E+00
1.6596640E-04,2.32129E+00
1.6597560E-04,2.28223E+00
1.6598480E-04,2.30176E+00
1.6599400E-04,2.30176E+00
1.6600320E-04,2.30176E+00
1.6601240E-04,2.29199E+00
1.6602160E-04,2.29199E+00
1.6603080E-04,2.26270E+00
1.6604000E-04,2.28223E+00
1.6604920E-04,2.29199E+00
1.6605840E-04,2.30176E+00
1.6606760E-04,2.23340E+00
1.6607680E-04,2.29199E+00
1.6608600E-04,2.30176E+00
1.6609520E-04,2.29199E+00
1.6610440E-04,2.27246E+00
1.6611360E-04,2.27246E+00
1.6612280E-04,2.30176E+00
1.6613200E-04,2.28223E+00
1.6614120E-04,2.27246E+00
1.6615040E-04,2.27246E+00
1.6615960E-04,2.28223E+00
1.6616880E-04,2.25293E+00
1.6617800E-04,2.30176E+00
1.6618720E-04,2.31152E+00
1.6619640E-04,2.26270E+00
1.6620560E-04,2.24316E+00
1.6621480E-04,2.32129E+00
1.6622400E-04,2.34082E+00
1.6623320E-04,2.27246E+00
1.6624240E-04,2.26270E+00
1.6625160E-04,2.29199E+00
1.6626080E-04,2.27246E+00
1.6627000E-04,2.33105E+00
1.6627920E-04,2.31152E+00
1.6628840E-04,2.25293E+00
1.6629760E-04,2.24316E+00
1.6630680E-04,2.33105E+00
1.6631600E-04,2.33105E+00
1.6632520E-04,2.32129E+00
1.6633440E-04,2.30176E+00
1.6634360E-04,2.27246E+00
1.6635280E-04,2.26270E+00
1.6636200E-04,2.30176E+00
1.6637120E-04,2.33105E+00
1.6638040E-04,2.31152E+00
1.6638960E-04,2.26270E+00
1.6639880E-04,2.23340E+00
1.6640800E-04,2.27246E+00
1.6641720E-04,2.23340E+00
1.6642640E-04,2.32129E+00
1.6643560E-04,2.26270E+00
1.6644480E-04,2.33105E+00
1.6645400E-04,2.28223E+00
1.6646320E-04,2.31152E+00
1.6647240E-04,2.29199E+00
1.6648160E-04,2.31152E+00
1.6649080E-04,2.26270E+00
1.6650000E-04,2.30176E+00
1.6650920E-04,2.29199E+00
1.6651840E-04,2.31152E+00
1.6652760E-04,2.32129E+00
1.6653680E-04,2.29199E+00
1.6654600E-04,2.24316E+00
1.6655520E-04,2.29199E+00
1.6656440E-04,2.30176E+00
1.6657360E-04,2.32129E+00
1.6658280E-04,2.27246E+00
1.6659200E-04,2.26270E+00
1.6660120E-04,2.24316E+00
1.6661040E-04,2.29199E+00
1.6661960E-04,2.31152E+00
1.6662880E-04,2.32129E+00
1.6663800E-04,2.30176E+00
1.6664720E-04,2.31152E+00
1.6665640E-04,2.31152E+00
1.6666560E-04,2.28223E+00
1.6667480E-04,2.31152E+00
1.6668400E-04,2.28223E+00
1.6669320E-04,2.26270E+00
1.6670240E-04,2.27246E+00
1.6671160E-04,2.31152E+00
1.6672080E-04,2.31152E+00
1.6673000E-04,2.29199E+00
1.6673920E-04,2.32129E+00
1.6674840E-04,2.32129E+00
1.6675760E-04,2.29199E+00
1.6676680E-04,2.29199E+00
1.6677600E-04,2.31152E+00
1.6678520E-04,2.35059E+00
1.6679440E-04,2.25293E+00
1.6680360E-04,2.29199E+00
1.6681280E-04,2.31152E+00
1.6682200E-04,2.28223E+00
1.6683120E-04,2.32129E+00
1.6684040E-04,2.31152E+00
1.6684960E-04,2.28223E+00
1.6685880E-04,2.28223E+00
1.6686800E-04,2.25293E+00
1.6687720E-04,2.29199E+00
1.6688640E-04,2.30176E+00
1.6689560E-04,2.28223E+00
1.6690480E-04,2.30176E+00
1.6691400E-04,2.30176E+00
1.6692320E-04,2.31152E+00
1.6693240E-04,2.25293E+00
1.6694160E-04,2.30176E+00
1.6695080E-04,2.29199E+00
1.6696000E-04,2.29199E+00
1.6696920E-04,2.31152E+00
1.6697840E-04,2.28223E+00
1.6698760E-04,2.26270E+00
1.6699680E-04,2.28223E+00
1.6700600E-04,2.29199E+00
1.6701520E-04,2.32129E+00
1.6702440E-04,2.26270E+00
1.6703360E-04,2.31152E+00
1.6704280E-04,2.26270E+00
1.6705200E-04,2.29199E+00
1.6706120E-04,2.30176E+00
1.6707040E-04,2.29199E+00
1.6707960E-04,2.31152E+00
1.6708880E-04,2.31152E+00
1.6709800E-04,2.26270E+00
1.6710720E-04,2.30176E+00
1.6711640E-04,2.30176E+00
1.6712560E-04,2.25293E+00
1.6713480E-04,2.27246E+00
1.6714400E-04,2.29199E+00
1.6715320E-04,2.27246E+00
1.6716240E-04,2.28223E+00
1.6717160E-04,2.24316E+00
1.6718080E-04,2.25293E+00
1.6719000E-04,2.28223E+00
1.6719920E-04,2.24316E+00
1.6720840E-04,2.27246E+00
1.6721760E-04,2.30176E+00
1.6722680E-04,2.26270E+00
1.6723600E-04,2.23340E+00
1.6724520E-04,2.22363E+00
1.6725440E-04,2.25293E+00
1.6726360E-04,2.24316E+00
1.6727280E-04,2.32129E+00
1.6728200E-04,2.27246E+00
1.6729120E-04,2.27246E+00
1.6730040E-04,2.27246E+00
1.6730960E-04,2.28223E+00
1.6731880E-04,2.30176E+00
1.6732800E-04,2.30176E+00
1.6733720E-04,2.21387E+00
1.6734640E-04,2.23340E+00
1.6735560E-04,2.30176E+00
1.6736480E-04,2.36035E+00
1.6737400E-04,2.32129E+00
1.6738320E-04,2.29199E+00
1.6739240E-04,2.22363E+00
1.6740160E-04,2.26270E+00
1.6741080E-04,2.30176E+00
1.6742000E-04,2.31152E+00
1.6742920E-04,2.27246E+00
1.6743840E-04,2.24316E+00
1.6744760E-04,2.24316E+00
1.6745680E-04,2.27246E+00
1.6746600E-04,2.34082E+00
1.6747520E-04,2.30176E+00
1.6748440E-04,2.22363E+00
1.6749360E-04,2.20410E+00
1.6750280E-04,2.30176E+00
1.6751200E-04,2.34082E+00
1.6752120E-04,2.37012E+00
1.6753040E-04,2.24316E+00
1.6753960E-04,2.17480E+00
1.6754880E-04,2.22363E+00
1.6755800E-04,2.30176E+00
1.6756720E-04,2.31152E+00
1.6757640E-04,2.29199E+00
1.6758560E-04,2.30176E+00
1.6759480E-04,2.27246E+00
1.6760400E-04,2.34082E+00
1.6761320E-04,2.33105E+00
1.6762240E-04,2.28223E+00
1.6763160E-04,2.24316E+00
1.6764080E-04,2.20410E+00
1.6765000E-04,2.33105E+00
1.6765920E-04,2.31152E+00
1.6766840E-04,2.34082E+00
1.6767760E-04,2.27246E+00
1.6768680E-04,2.27246E+00
1.6769600E-04,2.25293E+00
1.6770520E-04,2.31152E+00
1.6771440E-04,2.27246E+00
1.6772360E-04,2.30176E+00
1.6773280E-04,2.26270E+00
1.6774200E-04,2.29199E+00
1.6775120E-04,2.28223E+00
1.6776040E-04,2.31152E+00
