in s,C3 in V
4.8832520E-04,2.37012E+00
4.8833440E-04,2.40918E+00
4.8834360E-04,2.38965E+00
4.8835280E-04,2.34082E+00
4.8836200E-04,2.37988E+00
4.8837120E-04,2.38965E+00
4.8838040E-04,2.37012E+00
4.8838960E-04,2.35059E+00
4.8839880E-04,2.36035E+00
4.8840800E-04,2.30176E+00
4.8841720E-04,2.36035E+00
4.8842640E-04,2.39941E+00
4.8843560E-04,2.39941E+00
4.8844480E-04,2.40918E+00
4.8845400E-04,2.32129E+00
4.8846320E-04,2.37012E+00
4.8847240E-04,2.42871E+00
4.8848160E-04,2.42871E+00
4.8849080E-04,2.41895E+00
4.8850000E-04,2.38965E+00
4.8850920E-04,2.35059E+00
4.8851840E-04,2.38965E+00
4.8852760E-04,2.43848E+00
4.8853680E-04,2.39941E+00
4.8854600E-04,2.36035E+00
4.8855520E-04,2.36035E+00
4.8856440E-04,2.40918E+00
4.8857360E-04,2.38965E+00
4.8858280E-04,2.41895E+00
4.8859200E-04,2.36035E+00
4.8860120E-04,2.35059E+00
4.8861040E-04,2.35059E+00
4.8861960E-04,2.34082E+00
4.8862880E-04,2.37012E+00
4.8863800E-04,2.41895E+00
4.8864720E-04,2.37012E+00
4.8865640E-04,2.31152E+00
4.8866560E-04,2.40918E+00
4.8867480E-04,2.44824E+00
4.8868400E-04,2.40918E+00
4.8869320E-04,2.38965E+00
4.8870240E-04,2.37012E+00
4.8871160E-04,2.37988E+00
4.8872080E-04,2.39941E+00
4.8873000E-04,2.37012E+00
4.8873920E-04,2.39941E+00
4.8874840E-04,2.35059E+00
4.8875760E-04,2.39941E+00
4.8876680E-04,2.37012E+00
4.8877600E-04,2.40918E+00
4.8878520E-04,2.37988E+00
4.8879440E-04,2.38965E+00
4.8880360E-04,2.34082E+00
4.8881280E-04,2.40918E+00
4.8882200E-04,2.41895E+00
4.8883120E-04,2.35059E+00
4.8884040E-04,2.40918E+00
4.8884960E-04,2.36035E+00
4.8885880E-04,2.36035E+00
4.8886800E-04,2.38965E+00
4.8887720E-04,2.35059E+00
4.8888640E-04,2.37988E+00
4.8889560E-04,2.36035E+00
4.8890480E-04,2.37988E+00
4.8891400E-04,2.37988E+00
4.8892320E-04,2.43848E+00
4.8893240E-04,2.42871E+00
4.8894160E-04,2.38965E+00
4.8895080E-04,2.37012E+00
4.8896000E-04,2.39941E+00
4.8896920E-04,2.40918E+00
4.8897840E-04,2.42871E+00
4.8898760E-04,2.38965E+00
4.8899680E-04,2.39941E+00
4.8900600E-04,2.38965E+00
4.8901520E-04,2.40918E+00
4.8902440E-04,2.38965E+00
4.8903360E-04,2.34082E+00
4.8904280E-04,2.34082E+00
4.8905200E-04,2.39941E+00
4.8906120E-04,2.39941E+00
4.8907040E-04,2.41895E+00
4.8907960E-04,2.39941E+00
4.8908880E-04,2.39941E+00
4.8909800E-04,2.35059E+00
4.8910720E-04,2.37012E+00
4.8911640E-04,2.39941E+00
4.8912560E-04,2.37988E+00
4.8913480E-04,2.40918E+00
4.8914400E-04,2.37988E+00
4.8915320E-04,2.37988E+00
4.8916240E-04,2.37012E+00
4.8917160E-04,2.40918E+00
4.8918080E-04,2.43848E+00
4.8919000E-04,2.41895E+00
4.8919920E-04,2.37012E+00
4.8920840E-04,2.32129E+00
4.8921760E-04,2.39941E+00
4.8922680E-04,2.40918E+00
4.8923600E-04,2.37012E+00
4.8924520E-04,2.36035E+00
4.8925440E-04,2.37012E+00
4.8926360E-04,2.37988E+00
4.8927280E-04,2.35059E+00
4.8928200E-04,2.41895E+00
4.8929120E-04,2.39941E+00
4.8930040E-04,2.37988E+00
4.8930960E-04,2.37988E+00
4.8931880E-04,2.36035E+00
4.8932800E-04,2.41895E+00
4.8933720E-04,2.43848E+00
4.8934640E-04,2.38965E+00
4.8935560E-04,2.37988E+00
4.8936480E-04,2.33105E+00
4.8937400E-04,2.35059E+00
4.8938320E-04,2.39941E+00
4.8939240E-04,2.37988E+00
4.8940160E-04,2.38965E+00
4.8941080E-04,2.38965E+00
4.8942000E-04,2.36035E+00
4.8942920E-04,2.43848E+00
4.8943840E-04,2.37988E+00
4.8944760E-04,2.34082E+00
4.8945680E-04,2.36035E+00
4.8946600E-04,2.40918E+00
4.8947520E-04,2.38965E+00
4.8948440E-04,2.41895E+00
4.8949360E-04,2.39941E+00
4.8950280E-04,2.36035E+00
4.8951200E-04,2.34082E+00
4.8952120E-04,2.36035E+00
4.8953040E-04,2.39941E+00
4.8953960E-04,2.43848E+00
4.8954880E-04,2.39941E+00
4.8955800E-04,2.37012E+00
4.8956720E-04,2.40918E+00
4.8957640E-04,2.41895E+00
4.8958560E-04,2.41895E+00
4.8959480E-04,2.40918E+00
4.8960400E-04,2.41895E+00
4.8961320E-04,2.37988E+00
4.8962240E-04,2.46777E+00
4.8963160E-04,2.41895E+00
4.8964080E-04,2.40918E+00
4.8965000E-04,2.36035E+00
4.8965920E-04,2.36035E+00
4.8966840E-04,2.41895E+00
4.8967760E-04,2.45801E+00
4.8968680E-04,2.45801E+00
4.8969600E-04,2.37988E+00
4.8970520E-04,2.39941E+00
4.8971440E-04,2.38965E+00
4.8972360E-04,2.41895E+00
4.8973280E-04,2.42871E+00
4.8974200E-04,2.39941E+00
4.8975120E-04,2.35059E+00
4.8976040E-04,2.40918E+00
4.8976960E-04,2.38965E+00
4.8977880E-04,2.42871E+00
4.8978800E-04,2.38965E+00
4.8979720E-04,2.35059E+00
4.8980640E-04,2.39941E+00
4.8981560E-04,2.39941E+00
4.8982480E-04,2.45801E+00
4.8983400E-04,2.39941E+00
4.8984320E-04,2.37012E+00
4.8985240E-04,2.38965E+00
4.8986160E-04,2.39941E+00
4.8987080E-04,2.40918E+00
4.8988000E-04,2.40918E+00
4.8988920E-04,2.37988E+00
4.8989840E-04,2.37012E+00
4.8990760E-04,2.40918E+00
4.8991680E-04,2.43848E+00
4.8992600E-04,2.37012E+00
4.8993520E-04,2.40918E+00
4.8994440E-04,2.39941E+00
4.8995360E-04,2.37012E+00
4.8996280E-04,2.38965E+00
4.8997200E-04,2.41895E+00
4.8998120E-04,2.37988E+00
4.8999040E-04,2.38965E+00
4.8999960E-04,2.42871E+00
4.9000880E-04,2.39941E+00
4.9001800E-04,2.36035E+00
4.9002720E-04,2.39941E+00
4.9003640E-04,2.39941E+00
4.9004560E-04,2.36035E+00
4.9005480E-04,2.41895E+00
4.9006400E-04,2.37012E+00
4.9007320E-04,2.41895E+00
4.9008240E-04,2.40918E+00
4.9009160E-04,2.38965E+00
4.9010080E-04,2.39941E+00
4.9011000E-04,2.42871E+00
4.9011920E-04,2.37012E+00
4.9012840E-04,2.40918E+00
4.9013760E-04,2.40918E+00
4.9014680E-04,2.41895E+00
4.9015600E-04,2.35059E+00
4.9016520E-04,2.39941E+00
4.9017440E-04,2.40918E+00
4.9018360E-04,2.40918E+00
4.9019280E-04,2.40918E+00
4.9020200E-04,2.36035E+00
4.9021120E-04,2.43848E+00
4.9022040E-04,2.37988E+00
4.9022960E-04,2.41895E+00
4.9023880E-04,2.35059E+00
4.9024800E-04,2.39941E+00
4.9025720E-04,2.36035E+00
4.9026640E-04,2.39941E+00
4.9027560E-04,2.37012E+00
4.9028480E-04,2.40918E+00
4.9029400E-04,2.37988E+00
4.9030320E-04,2.42871E+00
4.9031240E-04,2.37012E+00
4.9032160E-04,2.38965E+00
4.9033080E-04,2.37988E+00
4.9034000E-04,2.41895E+00
4.9034920E-04,2.42871E+00
4.9035840E-04,2.34082E+00
4.9036760E-04,2.34082E+00
4.9037680E-04,2.42871E+00
4.9038600E-04,2.37012E+00
4.9039520E-04,2.39941E+00
4.9040440E-04,2.36035E+00
4.9041360E-04,2.38965E+00
4.9042280E-04,2.38965E+00
4.9043200E-04,2.42871E+00
4.9044120E-04,2.39941E+00
4.9045040E-04,2.42871E+00
4.9045960E-04,2.36035E+00
4.9046880E-04,2.40918E+00
4.9047800E-04,2.38965E+00
4.9048720E-04,2.38965E+00
4.9049640E-04,2.38965E+00
4.9050560E-04,2.39941E+00
4.9051480E-04,2.40918E+00
4.9052400E-04,2.39941E+00
4.9053320E-04,2.41895E+00
4.9054240E-04,2.37988E+00
4.9055160E-04,2.41895E+00
4.9056080E-04,2.37012E+00
4.9057000E-04,2.37988E+00
4.9057920E-04,2.38965E+00
4.9058840E-04,2.40918E+00
4.9059760E-04,2.42871E+00
4.9060680E-04,2.38965E+00
4.9061600E-04,2.37012E+00
4.9062520E-04,2.41895E+00
4.9063440E-04,2.42871E+00
4.9064360E-04,2.36035E+00
4.9065280E-04,2.37988E+00
4.9066200E-04,2.34082E+00
4.9067120E-04,2.37988E+00
4.9068040E-04,2.40918E+00
4.9068960E-04,2.40918E+00
4.9069880E-04,2.38965E+00
4.9070800E-04,2.38965E+00
4.9071720E-04,2.39941E+00
4.9072640E-04,2.39941E+00
4.9073560E-04,2.39941E+00
4.9074480E-04,2.38965E+00
4.9075400E-04,2.38965E+00
4.9076320E-04,2.37988E+00
4.9077240E-04,2.40918E+00
4.9078160E-04,2.43848E+00
4.9079080E-04,2.38965E+00
4.9080000E-04,2.37012E+00
4.9080920E-04,2.35059E+00
4.9081840E-04,2.38965E+00
4.9082760E-04,2.35059E+00
4.9083680E-04,2.39941E+00
4.9084600E-04,2.37988E+00
4.9085520E-04,2.36035E+00
4.9086440E-04,2.37988E+00
4.9087360E-04,2.37012E+00
4.9088280E-04,2.37012E+00
4.9089200E-04,2.36035E+00
4.9090120E-04,2.38965E+00
4.9091040E-04,2.37988E+00
4.9091960E-04,2.40918E+00
4.9092880E-04,2.39941E+00
4.9093800E-04,2.41895E+00
4.9094720E-04,2.36035E+00
4.9095640E-04,2.40918E+00
4.9096560E-04,2.39941E+00
4.9097480E-04,2.39941E+00
4.9098400E-04,2.37012E+00
4.9099320E-04,2.38965E+00
4.9100240E-04,2.42871E+00
4.9101160E-04,2.36035E+00
4.9102080E-04,2.40918E+00
4.9103000E-04,2.37012E+00
4.9103920E-04,2.37012E+00
4.9104840E-04,2.31152E+00
4.9105760E-04,2.40918E+00
4.9106680E-04,2.41895E+00
4.9107600E-04,2.38965E+00
4.9108520E-04,2.39941E+00
4.9109440E-04,2.37012E+00
4.9110360E-04,2.34082E+00
4.9111280E-04,2.43848E+00
4.9112200E-04,2.40918E+00
4.9113120E-04,2.38965E+00
4.9114040E-04,2.35059E+00
4.9114960E-04,2.39941E+00
4.9115880E-04,2.35059E+00
4.9116800E-04,2.40918E+00
4.9117720E-04,2.39941E+00
4.9118640E-04,2.38965E+00
4.9119560E-04,2.38965E+00
4.9120480E-04,2.37988E+00
4.9121400E-04,2.38965E+00
4.9122320E-04,2.37012E+00
4.9123240E-04,2.39941E+00
4.9124160E-04,2.36035E+00
4.9125080E-04,2.39941E+00
4.9126000E-04,2.36035E+00
4.9126920E-04,2.30176E+00
4.9127840E-04,2.34082E+00
4.9128760E-04,2.37988E+00
4.9129680E-04,2.38965E+00
4.9130600E-04,2.30176E+00
4.9131520E-04,2.35059E+00
4.9132440E-04,2.41895E+00
4.9133360E-04,2.48730E+00
4.9134280E-04,2.45801E+00
4.9135200E-04,2.37012E+00
4.9136120E-04,2.32129E+00
4.9137040E-04,2.35059E+00
4.9137960E-04,2.45801E+00
4.9138880E-04,2.43848E+00
4.9139800E-04,2.37988E+00
4.9140720E-04,2.31152E+00
4.9141640E-04,2.31152E+00
4.9142560E-04,2.42871E+00
4.9143480E-04,2.48730E+00
4.9144400E-04,2.42871E+00
4.9145320E-04,2.31152E+00
4.9146240E-04,2.32129E+00
4.9147160E-04,2.35059E+00
4.9148080E-04,2.42871E+00
4.9149000E-04,2.40918E+00
4.9149920E-04,2.37012E+00
4.9150840E-04,2.29199E+00
4.9151760E-04,2.30176E+00
4.9152680E-04,2.39941E+00
4.9153600E-04,2.43848E+00
4.9154520E-04,2.34082E+00
4.9155440E-04,2.36035E+00
4.9156360E-04,2.34082E+00
4.9157280E-04,2.37012E+00
4.9158200E-04,2.44824E+00
4.9159120E-04,2.41895E+00
4.9160040E-04,2.37012E+00
4.9160960E-04,2.37012E+00
4.9161880E-04,2.37012E+00
4.9162800E-04,2.42871E+00
4.9163720E-04,2.42871E+00
4.9164640E-04,2.37012E+00
4.9165560E-04,2.35059E+00
4.9166480E-04,2.37012E+00
4.9167400E-04,2.43848E+00
4.9168320E-04,2.41895E+00
4.9169240E-04,2.38965E+00
4.9170160E-04,2.32129E+00
4.9171080E-04,2.36035E+00
4.9172000E-04,2.39941E+00
4.9172920E-04,2.37988E+00
4.9173840E-04,2.35059E+00
4.9174760E-04,2.35059E+00
4.9175680E-04,2.37012E+00
4.9176600E-04,2.38965E+00
4.9177520E-04,2.37012E+00
4.9178440E-04,2.37012E+00
4.9179360E-04,2.37988E+00
4.9180280E-04,2.37988E+00
4.9181200E-04,2.37012E+00
4.9182120E-04,2.40918E+00
4.9183040E-04,2.38965E+00
4.9183960E-04,2.36035E+00
4.9184880E-04,2.39941E+00
4.9185800E-04,2.33105E+00
4.9186720E-04,2.33105E+00
4.9187640E-04,2.40918E+00
4.9188560E-04,2.42871E+00
4.9189480E-04,2.32129E+00
4.9190400E-04,2.38965E+00
4.9191320E-04,2.42871E+00
4.9192240E-04,2.42871E+00
4.9193160E-04,2.39941E+00
4.9194080E-04,2.39941E+00
4.9195000E-04,2.38965E+00
4.9195920E-04,2.37988E+00
4.9196840E-04,2.41895E+00
4.9197760E-04,2.39941E+00
4.9198680E-04,2.37012E+00
4.9199600E-04,2.36035E+00
4.9200520E-04,2.36035E+00
4.9201440E-04,2.38965E+00
4.9202360E-04,2.39941E+00
4.9203280E-04,2.36035E+00
4.9204200E-04,2.41895E+00
4.9205120E-04,2.37988E+00
4.9206040E-04,2.37988E+00
4.9206960E-04,2.39941E+00
4.9207880E-04,2.38965E+00
4.9208800E-04,2.36035E+00
4.9209720E-04,2.37012E+00
4.9210640E-04,2.38965E+00
4.9211560E-04,2.36035E+00
4.9212480E-04,2.38965E+00
4.9213400E-04,2.36035E+00
4.9214320E-04,2.38965E+00
4.9215240E-04,2.38965E+00
4.9216160E-04,2.41895E+00
4.9217080E-04,2.37988E+00
4.9218000E-04,2.37012E+00
4.9218920E-04,2.39941E+00
4.9219840E-04,2.33105E+00
4.9220760E-04,2.41895E+00
4.9221680E-04,2.42871E+00
4.9222600E-04,2.36035E+00
4.9223520E-04,2.36035E+00
4.9224440E-04,2.35059E+00
4.9225360E-04,2.37988E+00
4.9226280E-04,2.30176E+00
4.9227200E-04,2.34082E+00
4.9228120E-04,2.39941E+00
4.9229040E-04,2.36035E+00
4.9229960E-04,2.37012E+00
4.9230880E-04,2.35059E+00
4.9231800E-04,2.36035E+00
4.9232720E-04,2.37012E+00
4.9233640E-04,2.38965E+00
4.9234560E-04,2.37012E+00
4.9235480E-04,2.30176E+00
4.9236400E-04,2.35059E+00
4.9237320E-04,2.40918E+00
4.9238240E-04,2.42871E+00
4.9239160E-04,2.39941E+00
4.9240080E-04,2.33105E+00
4.9241000E-04,2.34082E+00
4.9241920E-04,2.35059E+00
4.9242840E-04,2.39941E+00
4.9243760E-04,2.40918E+00
4.9244680E-04,2.35059E+00
4.9245600E-04,2.33105E+00
4.9246520E-04,2.36035E+00
4.9247440E-04,2.45801E+00
4.9248360E-04,2.41895E+00
4.9249280E-04,2.39941E+00
4.9250200E-04,2.36035E+00
4.9251120E-04,2.37988E+00
4.9252040E-04,2.37988E+00
4.9252960E-04,2.46777E+00
4.9253880E-04,2.39941E+00
4.9254800E-04,2.38965E+00
4.9255720E-04,2.34082E+00
4.9256640E-04,2.34082E+00
4.9257560E-04,2.39941E+00
4.9258480E-04,2.39941E+00
4.9259400E-04,2.39941E+00
4.9260320E-04,2.36035E+00
4.9261240E-04,2.34082E+00
4.9262160E-04,2.39941E+00
4.9263080E-04,2.40918E+00
4.9264000E-04,2.37988E+00
4.9264920E-04,2.37988E+00
4.9265840E-04,2.39941E+00
4.9266760E-04,2.39941E+00
4.9267680E-04,2.43848E+00
4.9268600E-04,2.40918E+00
4.9269520E-04,2.43848E+00
4.9270440E-04,2.37012E+00
4.9271360E-04,2.38965E+00
4.9272280E-04,2.35059E+00
4.9273200E-04,2.39941E+00
4.9274120E-04,2.34082E+00
4.9275040E-04,2.37988E+00
4.9275960E-04,2.37988E+00
4.9276880E-04,2.38965E+00
4.9277800E-04,2.43848E+00
4.9278720E-04,2.35059E+00
4.9279640E-04,2.34082E+00
4.9280560E-04,2.38965E+00
4.9281480E-04,2.40918E+00
4.9282400E-04,2.38965E+00
4.9283320E-04,2.38965E+00
4.9284240E-04,2.39941E+00
4.9285160E-04,2.37988E+00
4.9286080E-04,2.40918E+00
4.9287000E-04,2.39941E+00
4.9287920E-04,2.35059E+00
4.9288840E-04,2.37988E+00
4.9289760E-04,2.35059E+00
4.9290680E-04,2.41895E+00
4.9291600E-04,2.37988E+00
4.9292520E-04,2.42871E+00
4.9293440E-04,2.37988E+00
4.9294360E-04,2.37012E+00
4.9295280E-04,2.37012E+00
4.9296200E-04,2.39941E+00
4.9297120E-04,2.42871E+00
4.9298040E-04,2.39941E+00
4.9298960E-04,2.41895E+00
4.9299880E-04,2.33105E+00
4.9300800E-04,2.35059E+00
4.9301720E-04,2.36035E+00
4.9302640E-04,2.44824E+00
4.9303560E-04,2.35059E+00
4.9304480E-04,2.38965E+00
4.9305400E-04,2.37012E+00
4.9306320E-04,2.40918E+00
4.9307240E-04,2.36035E+00
4.9308160E-04,2.37988E+00
4.9309080E-04,2.37988E+00
4.9310000E-04,2.41895E+00
4.9310920E-04,2.41895E+00
4.9311840E-04,2.40918E+00
4.9312760E-04,2.38965E+00
4.9313680E-04,2.39941E+00
4.9314600E-04,2.39941E+00
4.9315520E-04,2.40918E+00
4.9316440E-04,2.44824E+00
4.9317360E-04,2.39941E+00
4.9318280E-04,2.38965E+00
4.9319200E-04,2.39941E+00
4.9320120E-04,2.38965E+00
4.9321040E-04,2.37988E+00
4.9321960E-04,2.36035E+00
4.9322880E-04,2.37988E+00
4.9323800E-04,2.38965E+00
4.9324720E-04,2.40918E+00
4.9325640E-04,2.40918E+00
4.9326560E-04,2.37012E+00
4.9327480E-04,2.37012E+00
4.9328400E-04,2.32129E+00
4.9329320E-04,2.38965E+00
4.9330240E-04,2.37012E+00
4.9331160E-04,2.42871E+00
4.9332080E-04,2.37012E+00
4.9333000E-04,2.44824E+00
4.9333920E-04,2.39941E+00
4.9334840E-04,2.38965E+00
4.9335760E-04,2.34082E+00
4.9336680E-04,2.33105E+00
4.9337600E-04,2.40918E+00
4.9338520E-04,2.41895E+00
4.9339440E-04,2.41895E+00
4.9340360E-04,2.30176E+00
4.9341280E-04,2.37988E+00
4.9342200E-04,2.40918E+00
4.9343120E-04,2.41895E+00
4.9344040E-04,2.38965E+00
4.9344960E-04,2.36035E+00
4.9345880E-04,2.37988E+00
4.9346800E-04,2.37988E+00
4.9347720E-04,2.47754E+00
4.9348640E-04,2.42871E+00
4.9349560E-04,2.41895E+00
4.9350480E-04,2.35059E+00
4.9351400E-04,2.37012E+00
4.9352320E-04,2.43848E+00
4.9353240E-04,2.45801E+00
4.9354160E-04,2.43848E+00
4.9355080E-04,2.39941E+00
4.9356000E-04,2.42871E+00
4.9356920E-04,2.37988E+00
4.9357840E-04,2.43848E+00
4.9358760E-04,2.40918E+00
4.9359680E-04,2.40918E+00
4.9360600E-04,2.37012E+00
4.9361520E-04,2.39941E+00
4.9362440E-04,2.43848E+00
4.9363360E-04,2.39941E+00
4.9364280E-04,2.37988E+00
4.9365200E-04,2.37988E+00
4.9366120E-04,2.35059E+00
4.9367040E-04,2.43848E+00
4.9367960E-04,2.39941E+00
4.9368880E-04,2.37988E+00
4.9369800E-04,2.37012E+00
4.9370720E-04,2.37988E+00
4.9371640E-04,2.40918E+00
4.9372560E-04,2.44824E+00
4.9373480E-04,2.41895E+00
4.9374400E-04,2.37988E+00
4.9375320E-04,2.40918E+00
4.9376240E-04,2.40918E+00
4.9377160E-04,2.39941E+00
4.9378080E-04,2.44824E+00
4.9379000E-04,2.38965E+00
4.9379920E-04,2.38965E+00
4.9380840E-04,2.37012E+00
4.9381760E-04,2.41895E+00
4.9382680E-04,2.39941E+00
4.9383600E-04,2.41895E+00
4.9384520E-04,2.39941E+00
4.9385440E-04,2.37988E+00
4.9386360E-04,2.37012E+00
4.9387280E-04,2.38965E+00
4.9388200E-04,2.40918E+00
4.9389120E-04,2.40918E+00
4.9390040E-04,2.36035E+00
4.9390960E-04,2.38965E+00
4.9391880E-04,2.38965E+00
4.9392800E-04,2.42871E+00
4.9393720E-04,2.39941E+00
4.9394640E-04,2.35059E+00
4.9395560E-04,2.38965E+00
4.9396480E-04,2.43848E+00
4.9397400E-04,2.39941E+00
4.9398320E-04,2.40918E+00
4.9399240E-04,2.38965E+00
4.9400160E-04,2.39941E+00
4.9401080E-04,2.40918E+00
4.9402000E-04,2.38965E+00
4.9402920E-04,2.36035E+00
4.9403840E-04,2.39941E+00
4.9404760E-04,2.39941E+00
4.9405680E-04,2.37988E+00
4.9406600E-04,2.37012E+00
4.9407520E-04,2.38965E+00
4.9408440E-04,2.41895E+00
4.9409360E-04,2.39941E+00
4.9410280E-04,2.36035E+00
4.9411200E-04,2.44824E+00
4.9412120E-04,2.40918E+00
4.9413040E-04,2.38965E+00
4.9413960E-04,2.36035E+00
4.9414880E-04,2.38965E+00
4.9415800E-04,2.42871E+00
4.9416720E-04,2.42871E+00
4.9417640E-04,2.43848E+00
4.9418560E-04,2.39941E+00
4.9419480E-04,2.37012E+00
4.9420400E-04,2.37988E+00
4.9421320E-04,2.39941E+00
4.9422240E-04,2.37012E+00
4.9423160E-04,2.40918E+00
4.9424080E-04,2.39941E+00
4.9425000E-04,2.40918E+00
4.9425920E-04,2.37988E+00
4.9426840E-04,2.37012E+00
4.9427760E-04,2.37012E+00
4.9428680E-04,2.41895E+00
4.9429600E-04,2.44824E+00
4.9430520E-04,2.37988E+00
4.9431440E-04,2.37988E+00
4.9432360E-04,2.37012E+00
4.9433280E-04,2.43848E+00
4.9434200E-04,2.41895E+00
4.9435120E-04,2.39941E+00
4.9436040E-04,2.42871E+00
4.9436960E-04,2.41895E+00
4.9437880E-04,2.40918E+00
4.9438800E-04,2.42871E+00
4.9439720E-04,2.46777E+00
4.9440640E-04,2.39941E+00
4.9441560E-04,2.41895E+00
4.9442480E-04,2.39941E+00
4.9443400E-04,2.41895E+00
4.9444320E-04,2.41895E+00
4.9445240E-04,2.39941E+00
4.9446160E-04,2.41895E+00
4.9447080E-04,2.39941E+00
4.9448000E-04,2.41895E+00
4.9448920E-04,2.41895E+00
4.9449840E-04,2.39941E+00
4.9450760E-04,2.36035E+00
4.9451680E-04,2.38965E+00
4.9452600E-04,2.40918E+00
4.9453520E-04,2.44824E+00
4.9454440E-04,2.41895E+00
4.9455360E-04,2.42871E+00
4.9456280E-04,2.40918E+00
4.9457200E-04,2.37988E+00
4.9458120E-04,2.42871E+00
4.9459040E-04,2.40918E+00
4.9459960E-04,2.40918E+00
4.9460880E-04,2.37988E+00
4.9461800E-04,2.39941E+00
4.9462720E-04,2.41895E+00
4.9463640E-04,2.43848E+00
4.9464560E-04,2.46777E+00
4.9465480E-04,2.43848E+00
4.9466400E-04,2.39941E+00
4.9467320E-04,2.45801E+00
4.9468240E-04,2.39941E+00
4.9469160E-04,2.40918E+00
4.9470080E-04,2.37988E+00
4.9471000E-04,2.42871E+00
4.9471920E-04,2.41895E+00
4.9472840E-04,2.41895E+00
4.9473760E-04,2.40918E+00
4.9474680E-04,2.41895E+00
4.9475600E-04,2.37012E+00
4.9476520E-04,2.42871E+00
4.9477440E-04,2.39941E+00
4.9478360E-04,2.41895E+00
4.9479280E-04,2.40918E+00
4.9480200E-04,2.41895E+00
4.9481120E-04,2.42871E+00
4.9482040E-04,2.41895E+00
4.9482960E-04,2.39941E+00
4.9483880E-04,2.41895E+00
4.9484800E-04,2.43848E+00
4.9485720E-04,2.41895E+00
4.9486640E-04,2.42871E+00
4.9487560E-04,2.41895E+00
4.9488480E-04,2.42871E+00
4.9489400E-04,2.44824E+00
4.9490320E-04,2.39941E+00
4.9491240E-04,2.42871E+00
4.9492160E-04,2.44824E+00
4.9493080E-04,2.42871E+00
4.9494000E-04,2.38965E+00
4.9494920E-04,2.42871E+00
4.9495840E-04,2.39941E+00
4.9496760E-04,2.38965E+00
4.9497680E-04,2.40918E+00
4.9498600E-04,2.38965E+00
4.9499520E-04,2.42871E+00
4.9500440E-04,2.40918E+00
4.9501360E-04,2.41895E+00
4.9502280E-04,2.42871E+00
4.9503200E-04,2.44824E+00
4.9504120E-04,2.38965E+00
4.9505040E-04,2.41895E+00
4.9505960E-04,2.37988E+00
4.9506880E-04,2.40918E+00
4.9507800E-04,2.37988E+00
4.9508720E-04,2.37988E+00
4.9509640E-04,2.39941E+00
4.9510560E-04,2.43848E+00
4.9511480E-04,2.38965E+00
4.9512400E-04,2.37012E+00
4.9513320E-04,2.37988E+00
4.9514240E-04,2.40918E+00
4.9515160E-04,2.38965E+00
4.9516080E-04,2.37988E+00
4.9517000E-04,2.38965E+00
4.9517920E-04,2.37988E+00
4.9518840E-04,2.41895E+00
4.9519760E-04,2.36035E+00
4.9520680E-04,2.37988E+00
4.9521600E-04,2.39941E+00
4.9522520E-04,2.37012E+00
4.9523440E-04,2.41895E+00
4.9524360E-04,2.37012E+00
4.9525280E-04,2.37988E+00
4.9526200E-04,2.35059E+00
4.9527120E-04,2.38965E+00
4.9528040E-04,2.40918E+00
4.9528960E-04,2.40918E+00
4.9529880E-04,2.38965E+00
4.9530800E-04,2.37012E+00
4.9531720E-04,2.38965E+00
4.9532640E-04,2.42871E+00
4.9533560E-04,2.45801E+00
4.9534480E-04,2.42871E+00
4.9535400E-04,2.35059E+00
4.9536320E-04,2.33105E+00
4.9537240E-04,2.35059E+00
4.9538160E-04,2.43848E+00
4.9539080E-04,2.44824E+00
4.9540000E-04,2.34082E+00
4.9540920E-04,2.33105E+00
4.9541840E-04,2.30176E+00
4.9542760E-04,2.39941E+00
4.9543680E-04,2.43848E+00
4.9544600E-04,2.40918E+00
4.9545520E-04,2.29199E+00
4.9546440E-04,2.30176E+00
4.9547360E-04,2.36035E+00
4.9548280E-04,2.45801E+00
4.9549200E-04,2.45801E+00
4.9550120E-04,2.35059E+00
4.9551040E-04,2.31152E+00
4.9551960E-04,2.33105E+00
4.9552880E-04,2.39941E+00
4.9553800E-04,2.42871E+00
4.9554720E-04,2.37012E+00
4.9555640E-04,2.33105E+00
4.9556560E-04,2.35059E+00
4.9557480E-04,2.42871E+00
4.9558400E-04,2.42871E+00
4.9559320E-04,2.41895E+00
4.9560240E-04,2.32129E+00
4.9561160E-04,2.33105E+00
4.9562080E-04,2.37988E+00
4.9563000E-04,2.44824E+00
4.9563920E-04,2.43848E+00
4.9564840E-04,2.36035E+00
4.9565760E-04,2.33105E+00
4.9566680E-04,2.35059E+00
4.9567600E-04,2.39941E+00
4.9568520E-04,2.42871E+00
4.9569440E-04,2.36035E+00
4.9570360E-04,2.38965E+00
4.9571280E-04,2.35059E+00
4.9572200E-04,2.43848E+00
4.9573120E-04,2.42871E+00
4.9574040E-04,2.39941E+00
4.9574960E-04,2.37012E+00
4.9575880E-04,2.37012E+00
4.9576800E-04,2.38965E+00
4.9577720E-04,2.37988E+00
4.9578640E-04,2.43848E+00
4.9579560E-04,2.38965E+00
4.9580480E-04,2.36035E+00
4.9581400E-04,2.38965E+00
4.9582320E-04,2.44824E+00
4.9583240E-04,2.41895E+00
4.9584160E-04,2.37012E+00
4.9585080E-04,2.36035E+00
4.9586000E-04,2.38965E+00
4.9586920E-04,2.38965E+00
4.9587840E-04,2.42871E+00
4.9588760E-04,2.38965E+00
